XLMBTC,0.00003191
NEOBTC,0.00523900
NEOETH,0.07365200
BNBUSDT,14.08460000
POABTC,0.00003200
BTCUSDT,6346.04000000
BNBUSDT,14.08470000
QKCBTC,0.00001127
NULSBTC,0.00036246
WANBTC,0.00042050
ETHBTC,0.07103200
ENGBTC,0.00023820
BCPTBTC,0.00002703
LUNBTC,0.00119920
NANOBTC,0.00039810
BCPTBTC,0.00002711
ONTUSDT,5.00000000
NEOUSDT,33.22100000
NEOBTC,0.00524300
EOSBTC,0.00126550
BCDBTC,0.00218600
CHATETH,0.00010726
WANETH,0.00593500
QKCETH,0.00015849
NEOBTC,0.00524200
ETHUSDT,451.00000000
NEOETH,0.07385700
WANETH,0.00593600
IOTABTC,0.00016809
NEOUSDT,33.22100000
BCDBTC,0.00219800
NANOBTC,0.00039730
ZILETH,0.00015402
CDTBTC,0.00000431
ELFETH,0.00137965
BTCUSDT,6346.04000000
BCCUSDT,733.81000000
ELFBTC,0.00009771
AIONBTC,0.00017730
DATABTC,0.00001176
BTCUSDT,6346.00000000
TRXBTC,0.00000596
BLZETH,0.00068342
LTCUSDT,80.13000000
WAVESBTC,0.00046110
QKCBTC,0.00001127
TRXUSDT,0.03777000
STRATBTC,0.00040980
TRXUSDT,0.03776000
BNBBTC,0.00222100
WPRBTC,0.00000729
ZRXBTC,0.00013790
ONTBTC,0.00078710
LTCBTC,0.01262400
NEOBTC,0.00523700
NEOBTC,0.00523600
STRATBTC,0.00040970
ENJBTC,0.00000902
DLTBTC,0.00001497
BCDBTC,0.00219500
RLCBTC,0.00011550
NEOBTC,0.00523700
EOSBTC,0.00126460
XMRBTC,0.02029500
ZILBTC,0.00001093
QKCBTC,0.00001128
ADABTC,0.00002240
ADAUSDT,0.14222000
MANAETH,0.00019330
AGIBTC,0.00001849
LTCUSDT,80.24000000
GTOBTC,0.00002365
EOSBTC,0.00126440
TRXBTC,0.00000595
XRPBTC,0.00007228
XRPETH,0.00101680
XLMBTC,0.00003194
BLZETH,0.00068307
EOSUSDT,8.02010000
BCDETH,0.03094000
GTOBTC,0.00002372
IOTAETH,0.00236690
GTOBTC,0.00002375
TRXUSDT,0.03776000
BTCUSDT,6346.01000000
TRXBTC,0.00000595
GTOBTC,0.00002367
ELFETH,0.00137345
TRXUSDT,0.03775000
POEBTC,0.00000368
LTCUSDT,80.23000000
GTOBTC,0.00002369
ELFBTC,0.00009781
ETHBTC,0.07107500
BNBUSDT,14.10920000
BCDBTC,0.00219500
BRDBTC,0.00007377
BRDETH,0.00103490
KEYBTC,0.00000316
ETCBTC,0.00252100
CNDBTC,0.00000521
EOSUSDT,8.01860000
ETCUSDT,15.98990000
BCDBTC,0.00220500
ONTUSDT,5.00000000
BTCUSDT,6346.01000000
REQBTC,0.00001245
NEOBTC,0.00523800
BLZBTC,0.00004843
ETHBTC,0.07103100
BNBBTC,0.00221680
BCDBTC,0.00222300
BCDETH,0.03124000
GTOETH,0.00033608
NANOETH,0.00559800
TRXUSDT,0.03776000
ARNBTC,0.00010931
BCDBTC,0.00224000
TRXUSDT,0.03778000
ETHBTC,0.07107200
HSRBTC,0.00077100
XLMBTC,0.00003190
AIONBTC,0.00017740
THETABTC,0.00002467
QKCBTC,0.00001127
STRATBTC,0.00040980
XVGBTC,0.00000403
QKCBTC,0.00001128
SUBBTC,0.00003390
BNBUSDT,14.08200000
EOSBNB,0.56950000
QKCBTC,0.00001127
BTCUSDT,6348.36000000
BCDBTC,0.00222100
KNCBTC,0.00014202
TRXBTC,0.00000596
BCCUSDT,732.00000000
ICXBTC,0.00025570
BRDBTC,0.00007391
ONTUSDT,4.99700000
BNBBTC,0.00222000
SNMBTC,0.00002527
NANOBTC,0.00039740
BLZETH,0.00068318
TRXUSDT,0.03778000
LTCBTC,0.01263200
BTCUSDT,6345.11000000
NXSBTC,0.00020240
TRXUSDT,0.03775000
SUBBTC,0.00003384
MANAETH,0.00019385
AGIBTC,0.00001848
KEYBTC,0.00000317
BTCUSDT,6348.00000000
SALTBTC,0.00018740
ZILBTC,0.00001092
TUSDUSDT,0.99950000
ETHBTC,0.07103400
NEOBTC,0.00523900
ETHUSDT,450.79000000
TRXBTC,0.00000595
BCCUSDT,733.81000000
AGIBTC,0.00001849
TRXBTC,0.00000595
ELFBTC,0.00009779
NANOBTC,0.00039730
NPXSETH,0.00000958
ETHBTC,0.07103500
XVGBTC,0.00000403
GTOETH,0.00033369
ONTBTC,0.00078760
WTCBTC,0.00108650
GTOETH,0.00033370
ETHUSDT,450.89000000
ETCBTC,0.00252000
TRXUSDT,0.03776000
EOSBTC,0.00126420
ZECBTC,0.02701400
TRXETH,0.00008385
XLMBTC,0.00003191
NANOBTC,0.00039790
TRXUSDT,0.03775000
FUELBTC,0.00000562
EDOBTC,0.00015810
NCASHBTC,0.00000233
TUSDUSDT,0.99980000
RCNBTC,0.00000757
WTCBTC,0.00108890
BCDBTC,0.00224000
ZILBTC,0.00001093
ADAUSDT,0.14204000
TRXBTC,0.00000595
BTCUSDT,6347.99000000
XVGBTC,0.00000404
POEBTC,0.00000366
BCDETH,0.03140000
QKCBTC,0.00001127
ZECBTC,0.02701800
AEBTC,0.00029910
NEOBTC,0.00524000
BCCBTC,0.11542400
ETHUSDT,450.88000000
IOTABTC,0.00016781
GTOETH,0.00033550
LTCUSDT,80.24000000
ZRXBTC,0.00013802
SNMBTC,0.00002525
XVGBTC,0.00000403
EOSBTC,0.00126460
RCNBTC,0.00000756
BCDETH,0.03149000
ZRXBTC,0.00013801
KMDBTC,0.00023870
BCDBTC,0.00224100
LTCUSDT,80.09000000
BCDETH,0.03199000
NASETH,0.01109000
ETHBTC,0.07103200
XVGETH,0.00005688
GTOBTC,0.00002372
TRXUSDT,0.03775000
BNBETH,0.03124700
BCCBTC,0.11542500
WTCBTC,0.00108890
POEETH,0.00005132
BCDBTC,0.00223600
TRXUSDT,0.03776000
ETHBTC,0.07107200
BTCUSDT,6347.99000000
ETHUSDT,450.79000000
ARNBTC,0.00010938
POEBTC,0.00000363
POEETH,0.00005127
BCDBTC,0.00223300
BCDETH,0.03152000
GTOETH,0.00033491
AIONBTC,0.00017630
AIONETH,0.00248500
TUSDBTC,0.00015745
TUSDUSDT,0.99950000
TRXBTC,0.00000596
POEBTC,0.00000364
BCDBTC,0.00224000
AIONETH,0.00246700
ETHBTC,0.07107100
TRXBTC,0.00000595
POEBTC,0.00000365
TUSDBTC,0.00015774
REQBTC,0.00001242
BCDBTC,0.00224100
ETHBTC,0.07107000
ADAUSDT,0.14207000
TRXUSDT,0.03775000
LTCBTC,0.01262200
LSKBTC,0.00085150
NAVBTC,0.00008690
ONTBTC,0.00078690
WPRBTC,0.00000730
BTCUSDT,6346.01000000
EOSBTC,0.00126430
POEBTC,0.00000364
MANAETH,0.00019394
ONTBTC,0.00078760
ADAUSDT,0.14204000
TRXUSDT,0.03776000
NEOBTC,0.00524400
WTCBTC,0.00108990
BCCUSDT,733.00000000
CDTETH,0.00006078
LTCUSDT,80.12000000
DASHBTC,0.03790000
ZRXBTC,0.00013801
STORMETH,0.00004014
POEBTC,0.00000363
PPTBTC,0.00137040
ZILBTC,0.00001094
AGIBTC,0.00001848
SUBBTC,0.00003399
ADABTC,0.00002241
WAVESBTC,0.00046110
ONTBTC,0.00078700
ETCBTC,0.00252100
TRXBTC,0.00000596
POEBTC,0.00000364
QLCBTC,0.00001126
QLCETH,0.00015903
THETABTC,0.00002468
TUSDBTC,0.00015772
THETAETH,0.00034724
POEBTC,0.00000363
POABTC,0.00003191
ZECBTC,0.02700900
BLZETH,0.00068336
NEOBTC,0.00524500
NEOETH,0.07386000
BCDBTC,0.00223300
GTOETH,0.00033533
NASBTC,0.00078840
LTCBTC,0.01262400
SUBBTC,0.00003407
BCDBTC,0.00223800
NAVBTC,0.00008700
STEEMBTC,0.00025540
NANOBTC,0.00039730
TRXUSDT,0.03776000
BTCUSDT,6348.00000000
ZRXBTC,0.00013802
IOTAETH,0.00236344
FUELBTC,0.00000557
FUELETH,0.00007847
ZILBTC,0.00001096
XEMBTC,0.00002826
NEOBTC,0.00524600
IOTAETH,0.00236324
EOSBTC,0.00126460
ENGBTC,0.00023819
ELFBTC,0.00009784
AGIBTC,0.00001847
POEBTC,0.00000365
ETHBTC,0.07103500
TRXBTC,0.00000595
POEBTC,0.00000363
POEETH,0.00005115
FUELBTC,0.00000561
MDABTC,0.00008092
BTCUSDT,6346.01000000
WTCBNB,0.49050000
INSBTC,0.00010180
SCBTC,0.00000169
ETHBTC,0.07101000
IOTABTC,0.00016798
ICNBTC,0.00009910
VENBTC,0.00040228
POEETH,0.00005065
ETHBTC,0.07102900
EOSETH,0.01779100
EOSBTC,0.00126440
POEBTC,0.00000357
LTCUSDT,80.23000000
ELFBTC,0.00009796
XEMBTC,0.00002821
ETCUSDT,16.00000000
ETHBTC,0.07102900
TRXBTC,0.00000595
BNBUSDT,14.08220000
VENBTC,0.00040216
XMRBTC,0.02033500
XLMBTC,0.00003193
POABTC,0.00003190
POAETH,0.00044889
XRPUSDT,0.45901000
TUSDBTC,0.00015744
POEBTC,0.00000356
POEBTC,0.00000355
POEETH,0.00004982
BCDBTC,0.00224200
INSBTC,0.00010150
KEYBTC,0.00000318
POEBTC,0.00000355
EDOBTC,0.00015800
NPXSETH,0.00000957
NPXSBTC,0.00000068
BCCBTC,0.11563900
BTCUSDT,6345.11000000
ETHBTC,0.07100700
ZECBTC,0.02705000
POEETH,0.00005039
CMTBTC,0.00002628
CMTETH,0.00036971
ETHBTC,0.07102900
BCCBTC,0.11545100
NANOBTC,0.00039790
NCASHETH,0.00003284
IOTAUSDT,1.06600000
BQXBTC,0.00023400
NEOETH,0.07375200
BTGBTC,0.00436600
ARNBTC,0.00010924
POEBTC,0.00000357
BCDBTC,0.00224200
XLMBTC,0.00003192
ONTBTC,0.00078710
TRXUSDT,0.03777000
ETHBTC,0.07100700
ETHUSDT,450.79000000
CDTETH,0.00006071
POEBTC,0.00000357
XLMBTC,0.00003194
TUSDUSDT,0.99970000
TRXUSDT,0.03776000
ETHBTC,0.07102900
KNCBTC,0.00014199
POEBTC,0.00000356
POEETH,0.00005028
BCDBTC,0.00225600
POABTC,0.00003188
ONTBTC,0.00078700
EOSUSDT,8.01930000
THETABTC,0.00002468
ADABTC,0.00002240
GTOBTC,0.00002373
EDOBTC,0.00015820
ETHBTC,0.07100700
STEEMETH,0.00359300
NEOBTC,0.00524100
ZECBTC,0.02697100
XMRBTC,0.02033300
ELFBTC,0.00009784
BCCUSDT,735.33000000
POEBTC,0.00000359
POEETH,0.00005039
BCDBTC,0.00225900
XLMBTC,0.00003192
BCCUSDT,734.50000000
GTOBTC,0.00002377
GTOETH,0.00033478
CLOAKBTC,0.00064460
POEBTC,0.00000358
BCDBTC,0.00225500
LUNBTC,0.00120220
BCNBTC,0.00000049
AGIETH,0.00026069
ETHBTC,0.07110000
POEBTC,0.00000358
DATABTC,0.00001180
VENUSDT,2.55440000
LTCBTC,0.01263300
EOSBTC,0.00126400
POEBTC,0.00000359
POEETH,0.00005044
ZRXBTC,0.00013803
BCCETH,1.62373000
BCDBTC,0.00225600
BNBETH,0.03121300
TRXBTC,0.00000595
BCDBTC,0.00225900
ONTUSDT,5.00700000
THETABTC,0.00002469
POEBTC,0.00000359
BCDBTC,0.00225600
CHATBTC,0.00000750
TRXUSDT,0.03777000
XLMETH,0.00045000
BCCUSDT,732.78000000
CDTETH,0.00006077
GTOETH,0.00033481
BRDBTC,0.00007402
POEETH,0.00005054
AIONBTC,0.00017710
ETHUSDT,450.89000000
INSBTC,0.00010160
XLMUSDT,0.20269000
ETHBTC,0.07100200
POEBTC,0.00000359
BCDBTC,0.00225900
XLMBTC,0.00003192
STEEMBTC,0.00025500
NCASHETH,0.00003281
ETHUSDT,450.78000000
SUBBTC,0.00003397
WANETH,0.00591600
ETHUSDT,450.79000000
QSPBTC,0.00001180
BCDETH,0.03184000
ZRXBTC,0.00013791
BCDBTC,0.00225800
CNDBTC,0.00000517
TRXUSDT,0.03777000
BTSBTC,0.00002293
AGIETH,0.00026095
TRXUSDT,0.03776000
XRPBTC,0.00007228
AEBTC,0.00029870
AGIBTC,0.00001849
BTCUSDT,6348.00000000
POEETH,0.00005057
XLMBTC,0.00003194
WAVESBTC,0.00046120
POEETH,0.00005057
TUSDBTC,0.00015768
ETHBTC,0.07104000
STRATBTC,0.00040950
EOSBTC,0.00126410
ENJBTC,0.00000901
VENBTC,0.00040201
CDTETH,0.00006075
GTOBTC,0.00002374
KEYBTC,0.00000318
KEYETH,0.00004471
NEOBTC,0.00523800
ZILBTC,0.00001095
NEOBTC,0.00524200
BCDBTC,0.00226200
ZILBTC,0.00001089
ZILETH,0.00015365
BCPTBTC,0.00002711
BCDBTC,0.00226000
AEBTC,0.00029990
KEYBTC,0.00000317
ZRXBTC,0.00013790
BNBUSDT,14.09410000
BCDBTC,0.00226200
DATABTC,0.00001184
XRPBTC,0.00007222
BNBUSDT,14.08230000
NEOUSDT,33.28300000
BTCUSDT,6345.11000000
BCPTBTC,0.00002713
STEEMBTC,0.00025600
BLZBTC,0.00004855
BLZETH,0.00068268
BQXBTC,0.00023396
SUBBTC,0.00003391
APPCBNB,0.01375000
STORMETH,0.00004016
IOTABTC,0.00016780
POEBTC,0.00000359
BCNBTC,0.00000049
NEOBTC,0.00524200
IOSTBTC,0.00000397
KEYBTC,0.00000318
POEBTC,0.00000358
ONTBTC,0.00078700
XRPUSDT,0.45862000
AGIETH,0.00026087
BCCBTC,0.11545500
POEBTC,0.00000358
NASBTC,0.00078770
TRXETH,0.00008367
NEOUSDT,33.26700000
POEBTC,0.00000357
POEETH,0.00005023
MANAETH,0.00019387
BLZBTC,0.00004850
ZILBTC,0.00001091
ZILETH,0.00015366
QKCBTC,0.00001131
NEOBTC,0.00524700
XRPBTC,0.00007225
XLMBTC,0.00003192
LUNBTC,0.00120210
DATABTC,0.00001185
BTCUSDT,6345.11000000
XVGBTC,0.00000404
DASHBTC,0.03789900
POEETH,0.00005054
ADAETH,0.00031578
QKCETH,0.00015869
NEOBTC,0.00523500
XEMBTC,0.00002841
BCDBTC,0.00225900
ZILBTC,0.00001090
XEMETH,0.00039802
KEYBTC,0.00000318
POEBTC,0.00000358
CHATETH,0.00010722
ZILBTC,0.00001095
KEYBTC,0.00000317
BCDBTC,0.00227900
BCDETH,0.03195000
BLZETH,0.00068270
ETHBTC,0.07104000
XVGBTC,0.00000405
XVGETH,0.00005698
BTSBTC,0.00002290
MANAETH,0.00019391
BCDBTC,0.00226600
STRATBTC,0.00041050
XVGBTC,0.00000405
POEBTC,0.00000356
POEETH,0.00005023
AEETH,0.00420000
EOSUSDT,8.01720000
TRXUSDT,0.03777000
POEBTC,0.00000358
ADABTC,0.00002243
TRXUSDT,0.03776000
XLMBTC,0.00003193
LTCUSDT,80.13000000
POEBTC,0.00000358
SUBBTC,0.00003388
CDTETH,0.00006076
LOOMETH,0.00039363
IOTAUSDT,1.06570000
XLMBTC,0.00003192
MTHBTC,0.00000623
KEYBTC,0.00000318
TRXUSDT,0.03776000
THETAETH,0.00034738
QKCBTC,0.00001127
TRXUSDT,0.03775000
KEYETH,0.00004460
POEBTC,0.00000356
POEETH,0.00005016
BNBBTC,0.00221990
ZRXBTC,0.00013790
ETHBTC,0.07107500
ETHUSDT,450.98000000
NEOETH,0.07378500
EOSBTC,0.00126410
POEBTC,0.00000358
WABIBTC,0.00006466
WABIETH,0.00090742
GTOETH,0.00033481
XLMUSDT,0.20289000
ETHBTC,0.07100200
WABIETH,0.00090242
ETHBTC,0.07100200
POEETH,0.00005049
QSPBTC,0.00001183
GTOBTC,0.00002376
TRXBTC,0.00000595
BCDETH,0.03180000
NEOBTC,0.00524200
ETHUSDT,450.94000000
EOSBTC,0.00126400
POEBTC,0.00000359
BCDBTC,0.00226300
VENUSDT,2.55430000
NEOBTC,0.00524300
BTSBTC,0.00002293
TRXUSDT,0.03777000
BTCUSDT,6348.00000000
POEBTC,0.00000357
TRXUSDT,0.03775000
NPXSETH,0.00000970
ETHBTC,0.07104900
XRPBTC,0.00007219
POEBTC,0.00000358
POEBTC,0.00000359
LTCUSDT,80.13000000
KEYBTC,0.00000318
BTCUSDT,6348.00000000
POEBTC,0.00000359
ICXBTC,0.00025500
ONTBTC,0.00078730
POEBTC,0.00000358
BCDBTC,0.00226400
ONTBTC,0.00078740
XLMUSDT,0.20299000
LTCBTC,0.01264000
NEOBTC,0.00524000
BLZBTC,0.00004852
XEMBTC,0.00002827
QKCBTC,0.00001128
BTCUSDT,6345.12000000
ONTBTC,0.00078580
ETHBTC,0.07100500
BCPTBTC,0.00002704
MANAETH,0.00019387
BCDBTC,0.00226300
EOSUSDT,8.01710000
ONTUSDT,4.99100000
ETHBTC,0.07104800
BTCUSDT,6345.11000000
BCDETH,0.03197000
CMTBTC,0.00002634
GRSBTC,0.00009868
BTCUSDT,6348.00000000
EOSUSDT,8.01900000
QKCBTC,0.00001129
SALTBTC,0.00018730
ELFETH,0.00137965
BNBBTC,0.00221980
BTCUSDT,6348.00000000
POEBTC,0.00000356
POEETH,0.00005025
ZILBTC,0.00001095
ONTBTC,0.00078630
EOSUSDT,8.01710000
ONTUSDT,4.99300000
NEOBTC,0.00524500
ZRXBTC,0.00013791
POEBTC,0.00000359
BTSBTC,0.00002294
ELFBTC,0.00009775
ELFETH,0.00137964
XRPUSDT,0.45870000
QKCBTC,0.00001131
AGIETH,0.00026078
SCBNB,0.00075900
ETHBTC,0.07104900
BTCUSDT,6345.12000000
STRATBTC,0.00040990
BCDBTC,0.00227800
BCDETH,0.03204000
KEYBTC,0.00000317
SUBBTC,0.00003405
ETCBTC,0.00252000
FUELBTC,0.00000559
CNDBTC,0.00000516
CNDETH,0.00007260
NANOBTC,0.00039750
BTCUSDT,6346.56000000
ETHUSDT,450.98000000
KNCETH,0.00199500
ETHBTC,0.07105000
WANETH,0.00587800
TUSDBTC,0.00015759
QKCBTC,0.00001131
BTCUSDT,6348.00000000
XRPBTC,0.00007226
VENBTC,0.00040250
VENUSDT,2.55410000
KNCBTC,0.00014199
MTLBTC,0.00021030
ENJBTC,0.00000902
GTOETH,0.00033464
XEMBTC,0.00002830
LTCBTC,0.01262400
BTCUSDT,6347.40000000
ETHUSDT,450.79000000
KMDBTC,0.00023930
BCCETH,1.62400000
EOSUSDT,8.02510000
BTCUSDT,6348.00000000
NANOBTC,0.00039730
POEBTC,0.00000357
ETCUSDT,15.97420000
TRXUSDT,0.03777000
BTCUSDT,6347.78000000
XLMBTC,0.00003193
LTCBNB,5.68000000
XLMUSDT,0.20271000
QKCBTC,0.00001131
TRXUSDT,0.03775000
POEBTC,0.00000358
ONTBTC,0.00078660
GASBTC,0.00169900
BTCUSDT,6347.80000000
CMTBTC,0.00002627
BLZBTC,0.00004853
ETHBTC,0.07100200
LTCBTC,0.01262400
ZECBTC,0.02701800
ASTBTC,0.00002359
ASTETH,0.00033140
POEBTC,0.00000358
ICXBTC,0.00025560
ONTBTC,0.00078610
AGIBTC,0.00001847
BNBBTC,0.00221970
BCDBTC,0.00229900
DATAETH,0.00016747
ETHBTC,0.07104500
QTUMBTC,0.00135200
SUBBTC,0.00003406
CDTETH,0.00006081
BCDBTC,0.00229100
ADABTC,0.00002240
XLMBTC,0.00003194
GTOBTC,0.00002375
GTOETH,0.00033457
QKCBTC,0.00001132
QKCETH,0.00015930
TRXUSDT,0.03777000
ETHBTC,0.07100700
SKYETH,0.01290000
BCCBTC,0.11548000
BTCUSDT,6348.36000000
OMGBTC,0.00124400
ETCBTC,0.00252000
XLMBTC,0.00003190
NANOBTC,0.00039780
DATABTC,0.00001180
LTCUSDT,80.12000000
NANOBTC,0.00039730
BLZBTC,0.00004852
QLCBTC,0.00001127
BLZETH,0.00068334
ONTBTC,0.00078620
BTCUSDT,6348.36000000
DASHBTC,0.03789800
PPTETH,0.01927900
ETHBTC,0.07100300
BTCUSDT,6348.00000000
BCDBTC,0.00229100
TRXUSDT,0.03778000
KEYETH,0.00004463
TRXETH,0.00008371
POEETH,0.00005035
IOSTETH,0.00005568
XRPUSDT,0.45871000
TRXUSDT,0.03777000
ETHBTC,0.07104000
TRXETH,0.00008385
VENUSDT,2.55420000
BTCUSDT,6348.00000000
ICXETH,0.00359500
CHATETH,0.00010573
ADAUSDT,0.14206000
ETHBTC,0.07103600
LTCBTC,0.01263300
ELFBTC,0.00009778
IOSTETH,0.00005567
ONTBTC,0.00078610
ONTETH,0.01107300
BTCUSDT,6348.00000000
MDABTC,0.00008090
XMRBTC,0.02033500
BTSBTC,0.00002287
GTOETH,0.00033476
EOSUSDT,8.01730000
BTCUSDT,6348.36000000
ZRXBTC,0.00013790
NEOETH,0.07391900
POEBTC,0.00000360
XLMBTC,0.00003191
BTCUSDT,6349.49000000
EOSBTC,0.00126370
ZECETH,0.37924000
BCCUSDT,734.35000000
BCDBTC,0.00231000
NEOBTC,0.00524300
XRPBTC,0.00007224
XMRETH,0.28648000
POEBTC,0.00000361
BCDBTC,0.00231200
BCDETH,0.03247000
NASETH,0.01110300
XMRBTC,0.02030500
XMRETH,0.28539000
DLTBTC,0.00001490
POEBTC,0.00000360
XLMBTC,0.00003194
LTCBTC,0.01263100
ZECETH,0.37923000
WANBTC,0.00042000
ADAUSDT,0.14235000
BCDBTC,0.00230300
ENJETH,0.00012761
KEYBTC,0.00000317
ETHBTC,0.07100700
BNBBTC,0.00221950
POEBTC,0.00000362
POEETH,0.00005081
BCDETH,0.03221000
FUNBTC,0.00000427
SUBBTC,0.00003399
SUBETH,0.00047613
XLMBTC,0.00003191
GTOBTC,0.00002376
GTOETH,0.00033466
ZENBTC,0.00259800
ZENETH,0.03664000
BTCUSDT,6349.42000000
LUNBTC,0.00120210
BTCUSDT,6348.00000000
EOSBTC,0.00126330
NANOBTC,0.00039740
NCASHBTC,0.00000233
BTCUSDT,6349.42000000
CDTETH,0.00006083
QLCBTC,0.00001131
THETABTC,0.00002469
BTCUSDT,6349.49000000
BNBUSDT,14.09190000
BTCUSDT,6348.47000000
MANABTC,0.00001377
MANAETH,0.00019368
BCDBTC,0.00232500
DASHETH,0.53393000
BTCUSDT,6348.36000000
MTHBTC,0.00000627
ETHUSDT,450.84000000
ETCBTC,0.00251600
TNBBTC,0.00000401
TNBETH,0.00005635
KEYBTC,0.00000317
GVTBTC,0.00140230
QKCBTC,0.00001130
QKCETH,0.00015994
ETHBTC,0.07103400
NEOBTC,0.00524400
XRPBTC,0.00007227
YOYOBNB,0.00441000
POEBTC,0.00000363
GTOETH,0.00033472
ONTBTC,0.00078630
DATAETH,0.00016808
ETHBTC,0.07103400
GASBTC,0.00169800
ETHUSDT,451.12000000
TNTBTC,0.00000713
TNTETH,0.00010037
BCDBTC,0.00232400
BCDETH,0.03282000
XLMETH,0.00044910
AEETH,0.00419900
XLMUSDT,0.20270000
ETHBTC,0.07100700
BCDBTC,0.00232900
BCCUSDT,733.16000000
BTCUSDT,6349.04000000
POEBTC,0.00000364
TRXUSDT,0.03776000
LTCBTC,0.01262800
ENGBTC,0.00023763
BCDBTC,0.00232900
LUNBTC,0.00120170
IOTAUSDT,1.06680000
BTCUSDT,6349.26000000
BCDBTC,0.00234100
GTOETH,0.00033506
